%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698280472681298411,173,1698280472679573059,GPS1_Frame,42.26816,-71.02247666666668,20.8,333205.0099652759,4681530.883910671,19,T
1698280473681349299,174,1698280473679618597,GPS1_Frame,42.268105,-71.02242500000001,20.4,333209.1260655202,4681524.675458789,19,T
1698280474681360142,175,1698280474679760694,GPS1_Frame,42.26804666666667,-71.02237166666667,19.9,333213.3708392073,4681518.093608998,19,T
1698280475680435402,176,1698280475678661823,GPS1_Frame,42.26798833333334,-71.02231499999999,19.7,333217.89053518814,4681511.505232845,19,T
1698280476680690881,177,1698280476678886651,GPS1_Frame,42.26792666666667,-71.02225166666668,19.6,333222.9512780371,4681504.533665992,19,T
1698280477679592745,178,1698280477678391695,GPS1_Frame,42.26786333333333,-71.02218333333333,19.5,333228.4200080143,4681497.36724202,19,T
1698280478680026220,179,1698280478678760051,GPS1_Frame,42.26779833333333,-71.022115,19.4,333233.884354551,4681490.015754768,19,T
1698280479680622513,180,1698280479678789854,GPS1_Frame,42.26773166666667,-71.02204499999999,19.2,333239.4817756804,4681482.475940074,19,T
1698280480680276219,181,1698280480678889989,GPS1_Frame,42.26766333333333,-71.02197333333334,19.0,333245.2122723033,4681474.747798287,19,T
1698280481680303808,182,1698280481678496837,GPS1_Frame,42.267595,-71.0219,18.8,333251.08023978444,4681467.016397691,19,T
1698280482681176053,183,1698280482679324865,GPS1_Frame,42.26752333333334,-71.02182666666666,18.7,333256.9394320282,4681458.914866613,19,T
1698280483680267362,184,1698280483678680658,GPS1_Frame,42.267451666666666,-71.02175000000001,18.8,333263.07355456566,4681450.806813521,19,T
1698280484681120971,185,1698280484678862094,GPS1_Frame,42.26737833333333,-71.02167166666666,18.7,333269.34075609245,4681442.51043481,19,T
1698280485681279179,186,1698280485679275751,GPS1_Frame,42.26730666666667,-71.02159,18.7,333275.8872835655,4681434.39260327,19,T
1698280486681033595,187,1698280486679209232,GPS1_Frame,42.267235,-71.02151166666665,18.9,333282.15890926815,4681426.281304955,19,T
1698280487680784583,188,1698280487679042339,GPS1_Frame,42.26716,-71.02143333333333,19.0,333288.4217631001,4681417.799876936,19,T
1698280488680859705,189,1698280488679919004,GPS1_Frame,42.267084999999994,-71.02135333333334,19.2,333294.82209149154,4681409.315191993,19,T
1698280489681435241,190,1698280489679647684,GPS1_Frame,42.26701333333334,-71.02127666666667,19.3,333300.9563035969,4681401.207175067,19,T
1698280490677470660,191,1698280490676214456,GPS1_Frame,42.26694666666667,-71.02120833333333,19.3,333306.41641252034,4681393.670681695,19,T
1698280491677655863,192,1698280491676156044,GPS1_Frame,42.26688833333333,-71.02114833333333,19.4,333311.2112001751,4681387.075845982,19,T
1698280492679524394,193,1698280492677359580,GPS1_Frame,42.26683666666666,-71.02109666666666,19.5,333315.3362700115,4681381.237598533,19,T
1698280493681359818,194,1698280493679774284,GPS1_Frame,42.26678833333334,-71.02104666666668,19.5,333319.33267233823,4681375.77275208,19,T
1698280494682540356,195,1698280494680530786,GPS1_Frame,42.26674,-71.020995,19.4,333323.4665407938,4681370.304645661,19,T
1698280495680978250,196,1698280495679281234,GPS1_Frame,42.266691666666674,-71.02094333333334,19.5,333327.6004158745,4681364.836541904,19,T
1698280496681737867,197,1698280496680376052,GPS1_Frame,42.266646666666674,-71.02089333333333,19.6,333331.60562197864,4681359.741838875,19,T
1698280497681551937,198,1698280497679624557,GPS1_Frame,42.266600000000004,-71.02084166666667,19.6,333335.743902016,4681354.458808235,19,T
1698280498679658278,199,1698280498677922487,GPS1_Frame,42.266551666666665,-71.02078666666667,19.7,333340.152716756,4681348.984188121,19,T
1698280499681640472,200,1698280499679813146,GPS1_Frame,42.26650166666666,-71.02073,19.9,333344.69460697274,4681343.321241104,19,T
1698280500681941705,201,1698280500680064201,GPS1_Frame,42.26644666666666,-71.02067166666667,19.9,333349.36079005094,4681337.099831707,19,T
1698280501680860422,202,1698280501679221868,GPS1_Frame,42.26638833333333,-71.02061166666667,19.9,333354.1556590537,4681330.505028112,19,T
1698280502680784003,203,1698280502679159879,GPS1_Frame,42.266328333333334,-71.02055333333332,19.9,333358.80868535815,4681323.7284219805,19,T
1698280503681028216,204,1698280503678988456,GPS1_Frame,42.266265000000004,-71.02049166666667,20.0,333363.7278599234,4681316.575160223,19,T
1698280504681574948,205,1698280504679691553,GPS1_Frame,42.26620166666667,-71.02043,20.3,333368.64704486995,4681309.421902269,19,T
