%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698454982304244978,122,1698454982300637960,GPS1_Frame,42.26634333333333,-71.01885999999999,12.1,333498.50814116595,4681322.081492812,19,T
1698454983300597955,123,1698454983298759460,GPS1_Frame,42.26634666666667,-71.01891666666667,12.2,333493.84325787897,4681322.562436287,19,T
1698454984301007880,124,1698454984299148797,GPS1_Frame,42.26636833333334,-71.01896666666667,12.3,333489.77648463775,4681325.066092572,19,T
1698454985300698789,125,1698454985298867225,GPS1_Frame,42.26640166666666,-71.01901333333333,12.4,333486.0153514944,4681328.8587078,19,T
1698454986299012909,126,1698454986297333478,GPS1_Frame,42.266443333333335,-71.019065,12.5,333481.863782207,4681333.5864424845,19,T
1698454987330300624,127,1698454987329743385,GPS1_Frame,42.266488333333335,-71.01912166666666,12.5,333477.30861444934,4681338.694093821,19,T
1698454988299186923,128,1698454988298405408,GPS1_Frame,42.266535000000005,-71.01918,12.5,333472.62038170965,4681343.990075728,19,T
1698454989299099529,129,1698454989297369718,GPS1_Frame,42.26658166666666,-71.01924333333334,12.4,333467.51977604756,4681349.295839876,19,T
1698454990299553264,130,1698454990297812700,GPS1_Frame,42.26663,-71.01930666666667,12.4,333462.4235668975,4681354.786675859,19,T
1698454991299270843,131,1698454991297351837,GPS1_Frame,42.266678333333324,-71.01937166666667,12.3,333457.1899060083,4681360.280775645,19,T
1698454992297717264,132,1698454992296509265,GPS1_Frame,42.266724999999994,-71.019435,12.2,333452.0893241493,4681365.586551798,19,T
1698454993333450752,133,1698454993330810308,GPS1_Frame,42.266769999999994,-71.019495,12.1,333447.25928022986,4681370.700743958,19,T
1698454994298084083,134,1698454994296642780,GPS1_Frame,42.266813333333324,-71.01955166666667,12.0,333442.6997732647,4681375.62335154,19,T
1698454995318287322,135,1698454995316531419,GPS1_Frame,42.26685166666666,-71.01960166666666,12.0,333438.6769424706,4681379.977717806,19,T
1698454996300779468,136,1698454996299062013,GPS1_Frame,42.26688666666667,-71.01964666666666,11.9,333435.0577159277,4681383.952169922,19,T
1698454997298506392,137,1698454997296312570,GPS1_Frame,42.26692166666667,-71.01968333333333,11.8,333432.12579007645,4681387.910322297,19,T
1698454998298383747,138,1698454998296972751,GPS1_Frame,42.266956666666665,-71.01970166666666,11.9,333430.70591916435,4681391.832611749,19,T
1698454999301310975,139,1698454999298758983,GPS1_Frame,42.26699166666667,-71.01969833333332,11.9,333431.0730189873,4681395.71251655,19,T
1698455000298606484,140,1698455000296960115,GPS1_Frame,42.267028333333336,-71.01967333333333,11.8,333433.2314761137,4681399.735104775,19,T
1698455001299418321,141,1698455001297048568,GPS1_Frame,42.26706666666667,-71.01963333333333,11.8,333436.6314513099,4681403.913419021,19,T
1698455002297349215,142,1698455002296960830,GPS1_Frame,42.26710666666666,-71.01958833333333,11.8,333440.44818865147,4681408.267022124,19,T
1698455003298755894,143,1698455003297033786,GPS1_Frame,42.267145,-71.01954666666667,11.8,333443.98561446345,4681412.442079551,19,T
1698455004299902202,144,1698455004297823190,GPS1_Frame,42.267173333333325,-71.01951000000001,11.8,333447.08432478475,4681415.516511529,19,T
1698455005319098507,145,1698455005316362142,GPS1_Frame,42.26718833333333,-71.01947,11.8,333450.422836935,4681417.10388171,19,T
1698455006300270502,146,1698455006297417402,GPS1_Frame,42.267185000000005,-71.01942833333332,11.7,333453.85052699456,4681416.652246758,19,T
1698455007298775313,147,1698455007298027753,GPS1_Frame,42.267165000000006,-71.01938333333332,11.6,333457.50924567925,4681414.343414912,19,T
1698455008301313455,148,1698455008299538135,GPS1_Frame,42.267131666666664,-71.01933666666667,11.6,333461.27031501336,4681410.550782193,19,T
1698455009301662874,149,1698455009299395322,GPS1_Frame,42.26708833333334,-71.01928,11.7,333465.82980983285,4681405.62818613,19,T
1698455010300727361,150,1698455010297839164,GPS1_Frame,42.267041666666664,-71.01921999999999,11.9,333470.6554521026,4681400.328938287,19,T
1698455011297934554,151,1698455011297328948,GPS1_Frame,42.266993333333325,-71.01915666666667,12.1,333475.7516316457,4681394.838107141,19,T
1698455012301650594,152,1698455012298355102,GPS1_Frame,42.26694166666666,-71.01909166666665,12.2,333480.9765019985,4681388.973884828,19,T
1698455013299810868,153,1698455013298339366,GPS1_Frame,42.26688833333333,-71.01902333333334,12.4,333486.4719118597,4681382.918080268,19,T
1698455014301931924,154,1698455014299662590,GPS1_Frame,42.26683333333334,-71.01895333333333,12.5,333492.1004028886,4681376.673953299,19,T
1698455015301522832,155,1698455015298503875,GPS1_Frame,42.266776666666665,-71.01888166666666,12.5,333497.86197591515,4681370.241504267,19,T
1698455016300810525,156,1698455016297924518,GPS1_Frame,42.266723333333324,-71.01881166666666,12.5,333503.49487521773,4681364.182454982,19,T
1698455017335856095,157,1698455017333614110,GPS1_Frame,42.26667166666666,-71.01874500000001,12.4,333508.85725218663,4681358.314996055,19,T
1698455018297947869,158,1698455018296529054,GPS1_Frame,42.26662666666666,-71.01868666666665,12.4,333513.5498879261,4681353.204106587,19,T
1698455019301372219,159,1698455019297676324,GPS1_Frame,42.266585,-71.01864166666665,12.3,333517.1516248208,4681348.489425365,19,T
1698455020300433513,160,1698455020298419475,GPS1_Frame,42.26654166666667,-71.01861666666667,12.3,333519.09945804777,4681343.628781489,19,T
1698455021301362171,161,1698455021298361539,GPS1_Frame,42.266498333333324,-71.01862,12.4,333518.71047048876,4681338.823534412,19,T
1698455022299789417,162,1698455022297860860,GPS1_Frame,42.26646000000001,-71.01864666666667,12.4,333516.4102000451,4681334.619111961,19,T
1698455023333814741,163,1698455023332121849,GPS1_Frame,42.26642333333333,-71.01869166666667,12.5,333512.60225011513,4681330.635603984,19,T
1698455024303252732,164,1698455024300605773,GPS1_Frame,42.26639,-71.01874666666666,12.7,333507.97830810223,4681327.041786578,19,T
1698455025301082472,165,1698455025299026012,GPS1_Frame,42.26636166666667,-71.018805,12.8,333503.0926030661,4681324.009693492,19,T
1698455026299627558,166,1698455026297283411,GPS1_Frame,42.26634333333333,-71.01886166666667,13.0,333498.37068060733,4681322.08475182,19,T
1698455027302489831,167,1698455027299165725,GPS1_Frame,42.266345,-71.01891833333335,13.1,333493.7014094887,4681322.38062753,19,T
1698455028300560099,168,1698455028299051284,GPS1_Frame,42.26636666666666,-71.01896833333333,13.3,333489.6346361836,4681324.884283893,19,T
1698455029302446354,169,1698455029299570083,GPS1_Frame,42.266398333333335,-71.01901500000001,13.4,333485.8691149548,4681328.491831337,19,T
1698455030302556036,170,1698455030300149440,GPS1_Frame,42.266438333333326,-71.01906333333334,13.4,333481.9880780637,4681333.027979566,19,T
1698455031300677698,171,1698455031298012018,GPS1_Frame,42.26648166666667,-71.01911833333334,13.4,333477.5659817961,4681337.947303517,19,T
1698455032302459816,172,1698455032299428939,GPS1_Frame,42.266528333333326,-71.01917666666667,13.4,333472.87774833094,4681343.243285224,19,T
1698455033301257836,173,1698455033298920154,GPS1_Frame,42.266576666666666,-71.01924000000001,13.3,333467.7815304555,4681348.734117026,19,T
1698455034301045813,174,1698455034298710346,GPS1_Frame,42.26662666666666,-71.01930333333333,13.3,333462.6897093746,4681354.410020665,19,T
1698455035302451335,175,1698455035301452636,GPS1_Frame,42.266675,-71.01936500000001,13.2,333457.7309676612,4681359.897600579,19,T
1698455036302317521,176,1698455036299675941,GPS1_Frame,42.26672166666667,-71.019425,13.1,333452.90530459286,4681365.196856466,19,T
1698455037301401621,177,1698455037298222303,GPS1_Frame,42.266765,-71.01948166666666,13.0,333448.34579000395,4681370.119460128,19,T
1698455038303012438,178,1698455038299848079,GPS1_Frame,42.26680833333333,-71.01953666666667,12.8,333443.92374145787,4681375.038806862,19,T
1698455039303828825,179,1698455039301002740,GPS1_Frame,42.266848333333336,-71.01958666666665,12.8,333439.90529891587,4681379.578240269,19,T
1698455040302087282,180,1698455040299746513,GPS1_Frame,42.26688333333333,-71.01963166666665,12.7,333436.2860714892,4681383.552691725,19,T
1698455041301631070,181,1698455041300668478,GPS1_Frame,42.266916666666674,-71.01966833333333,12.6,333433.34975527343,4681387.325775679,19,T
1698455042302379964,182,1698455042298838853,GPS1_Frame,42.26694666666667,-71.01969333333334,12.6,333431.3668778582,4681390.705902626,19,T
1698455043302199860,183,1698455043300002813,GPS1_Frame,42.26697833333333,-71.01969833333332,12.5,333431.0379022703,4681394.231973482,19,T
1698455044303091697,184,1698455044299653530,GPS1_Frame,42.26701,-71.019685,12.5,333432.22097739787,4681397.722180411,19,T
1698455045301704145,185,1698455045299599647,GPS1_Frame,42.26704333333334,-71.01965666666666,12.5,333434.64557238034,4681401.368112591,19,T
1698455046314936684,186,1698455046313775300,GPS1_Frame,42.26708,-71.01961666666666,12.5,333438.04115656536,4681405.361359599,19,T
1698455047349156772,187,1698455047348177433,GPS1_Frame,42.267115,-71.01957333333333,12.4,333441.70726541965,4681409.163019939,19,T
1698455048298704009,188,1698455048297158956,GPS1_Frame,42.26714833333334,-71.01953499999999,12.4,333444.9566046921,4681412.789394519,19,T
