%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1698708376241815414,182,1698708376240418672,GPS1_Frame,42.274451666666664,-71.029385,18.1,332651.9037411676,4682243.072055928,19,T
1698708377243127333,183,1698708377240999221,GPS1_Frame,42.27447666666667,-71.02941166666666,18.2,332649.770823511,4682245.900496942,19,T
1698708378242949675,184,1698708378240649223,GPS1_Frame,42.27449166666667,-71.02942833333333,18.3,332648.4360965992,4682247.598872359,19,T
1698708379244323079,185,1698708379241849422,GPS1_Frame,42.274496666666664,-71.02943499999999,18.3,332647.89955917164,4682248.167181681,19,T
1698708380241970241,186,1698708380240545511,GPS1_Frame,42.274498333333334,-71.02943666666667,18.3,332647.7665276816,4682248.355526071,19,T
1698708381242589461,187,1698708381240530490,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708382242234457,188,1698708382240758895,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708383242013293,189,1698708383240182876,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708384242241941,190,1698708384240233659,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708385242935571,191,1698708385241444349,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708386242156014,192,1698708386240115642,GPS1_Frame,42.274498333333334,-71.02943499999999,18.3,332647.9039705845,4682248.352249886,19,T
1698708387241579275,193,1698708387239624977,GPS1_Frame,42.274496666666664,-71.02943499999999,18.2,332647.89955917164,4682248.167181681,19,T
1698708388241938154,194,1698708388239835023,GPS1_Frame,42.27450333333333,-71.02944166666666,18.1,332647.36743326194,4682248.920559251,19,T
1698708389242119015,195,1698708389240218162,GPS1_Frame,42.274518333333326,-71.02946166666668,18.0,332645.7578218167,4682250.6254876135,19,T
1698708390242576438,196,1698708390240112066,GPS1_Frame,42.27453666666667,-71.02949333333332,18.0,332643.19493447256,4682252.723486667,19,T
1698708391242182160,197,1698708391240361452,GPS1_Frame,42.27454833333333,-71.029535,17.7,332639.7897454401,4682254.100871902,19,T
1698708392240141426,198,1698708392239052295,GPS1_Frame,42.27454833333333,-71.029585,17.4,332635.6664616234,4682254.199163483,19,T
1698708393241644812,199,1698708393240249156,GPS1_Frame,42.27453333333333,-71.02963833333334,17.1,332631.228585472,4682252.638396646,19,T
1698708394242074027,200,1698708394239917039,GPS1_Frame,42.27450333333333,-71.02969166666666,16.7,332626.7509994814,4682249.412018698,19,T
